Region,District,Variety,Age (Years),Rainfed/Irrigated,Soil Type,Intercropping,Pest/Disease Pressure,Fertilizer Use (kg/tree/year),Average Yield (Nuts/Tree/Year)
Dry Zone,Polonnaruwa,Tall,8,Rainfed,Sandy,None,Low,0.4,32
Dry Zone,Puttalam,Dwarf (CRIC 60),5,Rainfed,Sandy,None,High,0.6,72
Intermediate Zone,Puttalam,Tall,9,Rainfed,Reddish Brown Earth,None,Medium,0.4,58
Dry Zone,Anuradhapura,Dwarf (CRIC 60),4,Rainfed,Sandy,None,Medium,1.1,70
Wet Zone,Galle,Dwarf (CRIC 60),4,Rainfed,Sandy Loam,None,Medium,1.1,72
Dry Zone,Polonnaruwa,Dwarf (CRISL 98),3,Rainfed,Loamy Sand,None,Low,0.8,63
Intermediate Zone,Puttalam,Tall,7,Rainfed,Reddish Brown Earth,None,Low,1.2,66
Dry Zone,Anuradhapura,Dwarf (CRISL 98),7,Irrigated,Sandy,Peanut,Low,0.9,98
Intermediate Zone,Puttalam,Tall,14,Rainfed,Reddish Brown Earth,None,Low,0.9,64
Wet Zone,Matara,Tall,9,Rainfed,Sandy Loam,None,High,1.1,42
Wet Zone,Galle,Dwarf (CRISL 98),6,Irrigated,Sandy Loam,Banana,Low,1.2,108
Intermediate Zone,Kurunegala,Tall,10,Rainfed,Reddish Brown Earth,None,Low,0.9,46
Wet Zone,Matara,Tall,10,Rainfed,Clay Loam,None,Medium,0.3,46
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),7,Rainfed,Sandy,None,Medium,0.9,87
Intermediate Zone,Puttalam,Tall,5,Rainfed,Reddish Brown Earth,None,Medium,0.5,60
Dry Zone,Puttalam,Tall,15,Irrigated,Sandy,Cowpea,High,0.9,50
Wet Zone,Kalutara,Tall,8,Irrigated,Clay Loam,Pineapple,High,1.1,49
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),3,Irrigated,Reddish Brown Earth,None,Low,1.0,89
Intermediate Zone,Puttalam,Dwarf (CRIC 60),6,Rainfed,Reddish Brown Earth,None,High,0.6,82
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),7,Rainfed,Reddish Brown Earth,None,Low,0.7,72
Dry Zone,Polonnaruwa,Dwarf (CRISL 98),6,Rainfed,Sandy,None,Medium,0.4,71
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),5,Rainfed,Reddish Brown Earth,None,Medium,1.0,77
Intermediate Zone,Kurunegala,Tall,8,Irrigated,Reddish Brown Earth,Sweet Potato,Low,1.1,79
Wet Zone,Matara,Dwarf (CRIC 60),5,Irrigated,Clay Loam,None,Medium,1.2,115
Dry Zone,Anuradhapura,Tall,5,Rainfed,Sandy,None,Low,0.7,28
Intermediate Zone,Puttalam,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,0.6,66
Dry Zone,Anuradhapura,Dwarf (Gon Thembili),6,Irrigated,Sandy,Cowpea,High,1.1,71
Wet Zone,Kalutara,Tall,15,Irrigated,Clay Loam,Pineapple,Medium,1.1,55
Intermediate Zone,Puttalam,Tall,8,Rainfed,Reddish Brown Earth,None,High,0.7,43
Dry Zone,Anuradhapura,Tall,8,Rainfed,Sandy,None,Low,0.8,38
Intermediate Zone,Kurunegala,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,0.9,45
Dry Zone,Anuradhapura,Dwarf (Gon Thembili),7,Rainfed,Loamy Sand,None,Medium,1.1,72
Intermediate Zone,Kurunegala,Tall,10,Rainfed,Reddish Brown Earth,None,Medium,0.9,55
Wet Zone,Kalutara,Dwarf (CRIC 60),4,Rainfed,Clay Loam,None,Medium,0.5,100
Dry Zone,Polonnaruwa,Tall,12,Rainfed,Sandy,None,Low,0.4,33
Wet Zone,Matara,Tall,6,Rainfed,Sandy Loam,None,Medium,0.5,69
Intermediate Zone,Puttalam,Tall,12,Irrigated,Reddish Brown Earth,Cassava,Low,1.2,47
Dry Zone,Polonnaruwa,Tall,7,Rainfed,Sandy,None,Medium,0.4,62
Wet Zone,Galle,Tall,12,Rainfed,Sandy Loam,None,Medium,0.5,50
Wet Zone,Matara,Dwarf (CRIC 60),4,Rainfed,Sandy Loam,None,Medium,0.5,92
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Rainfed,Reddish Brown Earth,None,Low,0.4,65
Wet Zone,Galle,Tall,5,Irrigated,Clay Loam,Banana,Low,1.0,83
Wet Zone,Kalutara,Tall,6,Rainfed,Clay Loam,None,High,0.4,55
Intermediate Zone,Kurunegala,Tall,9,Rainfed,Reddish Brown Earth,None,Medium,0.8,33
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),6,Irrigated,Reddish Brown Earth,Sweet Potato,Low,0.9,74
Wet Zone,Galle,Dwarf (CRIC 60),4,Rainfed,Sandy Loam,None,Medium,0.6,73
Intermediate Zone,Kurunegala,Tall,8,Rainfed,Reddish Brown Earth,None,Medium,1.1,36
Dry Zone,Anuradhapura,Dwarf (CRISL 98),3,Rainfed,Sandy,None,Low,0.3,72
Dry Zone,Puttalam,Dwarf (Gon Thembili),7,Rainfed,Sandy,None,Low,0.9,59
Wet Zone,Galle,Tall,7,Rainfed,Sandy Loam,None,High,0.4,32
Wet Zone,Galle,Dwarf (Gon Thembili),5,Irrigated,Sandy Loam,None,Low,1.0,100
Wet Zone,Galle,Tall,6,Rainfed,Clay Loam,None,Medium,1.1,52
Dry Zone,Polonnaruwa,Tall,8,Rainfed,Sandy,None,Low,0.7,30
Wet Zone,Matara,Dwarf (Gon Thembili),3,Rainfed,Sandy Loam,None,High,0.9,70
Wet Zone,Galle,Dwarf (Gon Thembili),4,Rainfed,Clay Loam,None,Medium,0.4,58
Wet Zone,Kalutara,Tall,8,Rainfed,Sandy Loam,None,Low,0.6,42
Wet Zone,Matara,Dwarf (CRIC 60),3,Rainfed,Clay Loam,None,Medium,0.5,97
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),4,Rainfed,Reddish Brown Earth,None,Medium,0.8,64
Wet Zone,Galle,Tall,11,Rainfed,Sandy Loam,None,Low,0.5,61
Dry Zone,Puttalam,Tall,11,Rainfed,Loamy Sand,None,High,0.5,66
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Medium,1.2,68
Wet Zone,Matara,Tall,12,Rainfed,Sandy Loam,None,Medium,0.9,49
Wet Zone,Galle,Tall,15,Rainfed,Sandy Loam,None,High,0.7,61
Dry Zone,Anuradhapura,Tall,9,Rainfed,Loamy Sand,None,High,1.0,58
Dry Zone,Anuradhapura,Tall,9,Irrigated,Loamy Sand,Peanut,Medium,0.8,67
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),3,Irrigated,Sandy,Peanut,Medium,0.8,82
Wet Zone,Kalutara,Dwarf (CRIC 60),3,Irrigated,Sandy Loam,None,Medium,1.1,74
Dry Zone,Anuradhapura,Dwarf (CRIC 60),5,Irrigated,Sandy,None,Medium,1.1,81
Dry Zone,Puttalam,Tall,5,Rainfed,Sandy,None,Medium,0.3,46
Dry Zone,Puttalam,Tall,14,Rainfed,Sandy,None,Medium,0.8,48
Dry Zone,Puttalam,Dwarf (CRIC 60),5,Rainfed,Loamy Sand,None,Medium,1.2,71
Wet Zone,Matara,Tall,12,Irrigated,Sandy Loam,Pineapple,High,0.9,80
Wet Zone,Kalutara,Tall,6,Rainfed,Clay Loam,None,Low,0.5,53
Intermediate Zone,Kurunegala,Tall,7,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,0.9,71
Wet Zone,Galle,Dwarf (CRIC 60),4,Rainfed,Clay Loam,None,Medium,1.0,96
Intermediate Zone,Puttalam,Dwarf (CRIC 60),4,Rainfed,Reddish Brown Earth,None,Medium,0.8,79
Wet Zone,Kalutara,Dwarf (CRIC 60),7,Rainfed,Sandy Loam,None,Medium,0.7,92
Dry Zone,Polonnaruwa,Tall,7,Rainfed,Sandy,None,Medium,0.8,43
Wet Zone,Matara,Dwarf (Gon Thembili),4,Irrigated,Clay Loam,Banana,High,1.0,79
Wet Zone,Galle,Tall,7,Rainfed,Clay Loam,None,Low,0.6,74
Wet Zone,Kalutara,Dwarf (CRIC 60),5,Rainfed,Sandy Loam,None,Medium,0.4,67
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),7,Rainfed,Reddish Brown Earth,None,High,0.5,87
Intermediate Zone,Puttalam,Tall,11,Irrigated,Reddish Brown Earth,Sweet Potato,Low,0.9,68
Dry Zone,Polonnaruwa,Tall,10,Irrigated,Sandy,Peanut,Low,1.0,38
Dry Zone,Anuradhapura,Tall,7,Irrigated,Sandy,None,Low,1.0,41
Intermediate Zone,Puttalam,Dwarf (CRISL 98),7,Irrigated,Reddish Brown Earth,Cassava,Medium,1.0,97
Dry Zone,Puttalam,Tall,13,Rainfed,Sandy,None,Low,0.7,50
Dry Zone,Anuradhapura,Tall,11,Irrigated,Sandy,Cowpea,Low,1.1,56
Intermediate Zone,Puttalam,Dwarf (CRIC 60),4,Irrigated,Reddish Brown Earth,Cassava,Low,1.1,120
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),7,Irrigated,Reddish Brown Earth,None,Low,0.9,111
Wet Zone,Matara,Dwarf (CRIC 60),5,Irrigated,Sandy Loam,Banana,Medium,1.0,77
Intermediate Zone,Kurunegala,Tall,14,Rainfed,Reddish Brown Earth,None,Medium,0.3,44
Intermediate Zone,Puttalam,Dwarf (CRIC 60),6,Rainfed,Reddish Brown Earth,None,High,0.7,70
Dry Zone,Polonnaruwa,Dwarf (CRISL 98),3,Rainfed,Sandy,None,Medium,1.1,83
Intermediate Zone,Puttalam,Tall,6,Irrigated,Reddish Brown Earth,None,High,0.9,88
Intermediate Zone,Puttalam,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Low,0.9,69
Wet Zone,Kalutara,Tall,10,Rainfed,Clay Loam,None,Medium,1.0,50
Dry Zone,Polonnaruwa,Dwarf (Gon Thembili),6,Irrigated,Sandy,Cowpea,High,0.9,75
Dry Zone,Puttalam,Dwarf (CRIC 60),6,Irrigated,Sandy,Peanut,Low,0.8,100
Intermediate Zone,Kurunegala,Tall,9,Irrigated,Reddish Brown Earth,Cassava,Medium,1.1,57
Dry Zone,Polonnaruwa,Tall,11,Rainfed,Sandy,None,Low,1.1,32
Intermediate Zone,Kurunegala,Tall,10,Rainfed,Reddish Brown Earth,None,Low,0.5,61
Intermediate Zone,Kurunegala,Tall,8,Rainfed,Reddish Brown Earth,None,Medium,0.8,71
Wet Zone,Matara,Dwarf (CRISL 98),7,Irrigated,Sandy Loam,Pineapple,Medium,0.9,113
Dry Zone,Polonnaruwa,Tall,10,Rainfed,Loamy Sand,None,Medium,0.4,54
Dry Zone,Polonnaruwa,Tall,15,Irrigated,Sandy,Peanut,Low,1.2,40
Wet Zone,Galle,Tall,14,Rainfed,Clay Loam,None,High,1.2,75
Wet Zone,Matara,Tall,10,Rainfed,Sandy Loam,None,High,1.1,70
Wet Zone,Galle,Dwarf (CRIC 60),3,Irrigated,Clay Loam,None,Low,0.8,98
Wet Zone,Kalutara,Dwarf (Gon Thembili),4,Rainfed,Sandy Loam,None,Medium,0.8,67
Wet Zone,Matara,Dwarf (Gon Thembili),6,Rainfed,Sandy Loam,None,Low,0.5,77
Wet Zone,Matara,Tall,13,Irrigated,Sandy Loam,None,Medium,1.1,48
Intermediate Zone,Puttalam,Tall,12,Irrigated,Reddish Brown Earth,Cassava,Medium,1.1,58
Dry Zone,Anuradhapura,Tall,8,Rainfed,Sandy,None,Low,0.8,50
Intermediate Zone,Puttalam,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,0.5,39
Wet Zone,Kalutara,Tall,14,Rainfed,Sandy Loam,None,Low,0.4,32
Dry Zone,Anuradhapura,Tall,10,Irrigated,Loamy Sand,Peanut,Medium,0.9,62
Wet Zone,Matara,Dwarf (Gon Thembili),4,Rainfed,Sandy Loam,None,Low,1.1,56
Dry Zone,Puttalam,Tall,9,Irrigated,Loamy Sand,Cowpea,Medium,1.0,79
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),6,Rainfed,Reddish Brown Earth,None,Low,0.7,81
Intermediate Zone,Puttalam,Tall,10,Irrigated,Reddish Brown Earth,None,Medium,0.9,87
Wet Zone,Kalutara,Dwarf (Gon Thembili),6,Irrigated,Clay Loam,Banana,Medium,0.9,112
Dry Zone,Puttalam,Dwarf (CRISL 98),7,Rainfed,Loamy Sand,None,Low,0.4,62
Intermediate Zone,Puttalam,Dwarf (CRISL 98),5,Rainfed,Reddish Brown Earth,None,Low,0.5,81
Dry Zone,Puttalam,Dwarf (CRIC 60),3,Rainfed,Sandy,None,Low,1.0,58
Intermediate Zone,Kurunegala,Tall,9,Rainfed,Reddish Brown Earth,None,Low,0.6,55
Wet Zone,Kalutara,Tall,10,Rainfed,Sandy Loam,None,Low,1.0,54
Intermediate Zone,Kurunegala,Tall,13,Irrigated,Reddish Brown Earth,Sweet Potato,Low,1.0,57
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),6,Rainfed,Sandy,None,Medium,0.6,58
Wet Zone,Kalutara,Tall,6,Irrigated,Clay Loam,Banana,Medium,1.1,49
Wet Zone,Matara,Tall,13,Irrigated,Sandy Loam,Banana,Medium,1.1,67
Wet Zone,Galle,Tall,6,Irrigated,Sandy Loam,Banana,Low,1.0,68
Intermediate Zone,Kurunegala,Tall,6,Irrigated,Reddish Brown Earth,None,Medium,0.9,44
Dry Zone,Anuradhapura,Dwarf (CRIC 60),5,Irrigated,Sandy,Peanut,High,0.9,102
Wet Zone,Galle,Dwarf (CRIC 60),6,Rainfed,Sandy Loam,None,High,0.6,72
Intermediate Zone,Kurunegala,Tall,11,Rainfed,Reddish Brown Earth,None,Low,0.5,50
Wet Zone,Matara,Dwarf (CRIC 60),3,Rainfed,Clay Loam,None,Low,1.0,92
Intermediate Zone,Puttalam,Tall,6,Rainfed,Reddish Brown Earth,None,Medium,0.4,45
Intermediate Zone,Puttalam,Tall,11,Rainfed,Reddish Brown Earth,None,Low,0.9,67
Intermediate Zone,Kurunegala,Tall,13,Rainfed,Reddish Brown Earth,None,Medium,1.1,52
Wet Zone,Kalutara,Tall,8,Rainfed,Clay Loam,None,Medium,0.7,61
Dry Zone,Polonnaruwa,Tall,6,Rainfed,Sandy,None,High,1.0,28
Dry Zone,Anuradhapura,Tall,5,Rainfed,Loamy Sand,None,Low,0.3,57
Wet Zone,Galle,Tall,14,Rainfed,Sandy Loam,None,Medium,0.7,64
Dry Zone,Anuradhapura,Tall,8,Rainfed,Loamy Sand,None,Medium,0.5,30
Wet Zone,Kalutara,Dwarf (CRISL 98),7,Rainfed,Sandy Loam,None,Medium,0.5,70
Wet Zone,Kalutara,Tall,6,Rainfed,Sandy Loam,None,Medium,0.6,50
Dry Zone,Polonnaruwa,Tall,8,Rainfed,Sandy,None,Low,0.9,44
Intermediate Zone,Puttalam,Tall,6,Rainfed,Reddish Brown Earth,None,Medium,0.4,46
Wet Zone,Matara,Tall,8,Irrigated,Sandy Loam,None,Medium,1.0,46
Dry Zone,Anuradhapura,Dwarf (CRIC 60),4,Rainfed,Sandy,None,Medium,0.8,88
Wet Zone,Galle,Tall,12,Rainfed,Sandy Loam,None,High,0.4,46
Dry Zone,Anuradhapura,Dwarf (CRISL 98),4,Rainfed,Loamy Sand,None,High,0.8,86
Dry Zone,Puttalam,Tall,15,Rainfed,Sandy,None,Medium,1.2,37
Wet Zone,Kalutara,Tall,15,Rainfed,Sandy Loam,None,Medium,1.0,34
Dry Zone,Anuradhapura,Tall,11,Rainfed,Sandy,None,Medium,1.1,59
Wet Zone,Matara,Dwarf (CRIC 60),4,Irrigated,Sandy Loam,Banana,Low,1.0,88
Dry Zone,Puttalam,Tall,6,Rainfed,Loamy Sand,None,High,0.8,39
Wet Zone,Galle,Tall,10,Rainfed,Sandy Loam,None,Medium,0.4,52
Wet Zone,Kalutara,Dwarf (CRIC 60),5,Rainfed,Sandy Loam,None,Medium,0.6,93
Dry Zone,Anuradhapura,Dwarf (CRIC 60),3,Irrigated,Loamy Sand,Cowpea,Low,1.1,76
Wet Zone,Kalutara,Tall,7,Rainfed,Clay Loam,None,High,0.9,68
Intermediate Zone,Kurunegala,Tall,8,Rainfed,Reddish Brown Earth,None,Medium,0.7,35
Wet Zone,Galle,Dwarf (Gon Thembili),6,Rainfed,Clay Loam,None,Low,0.4,81
Wet Zone,Matara,Tall,14,Rainfed,Sandy Loam,None,Medium,0.3,45
Dry Zone,Puttalam,Dwarf (CRISL 98),4,Rainfed,Sandy,None,Low,0.8,80
Dry Zone,Anuradhapura,Tall,13,Rainfed,Loamy Sand,None,Low,0.9,33
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Low,0.9,103
Dry Zone,Anuradhapura,Tall,14,Irrigated,Sandy,None,Medium,0.9,76
Wet Zone,Galle,Dwarf (CRIC 60),4,Rainfed,Sandy Loam,None,Medium,1.2,97
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),7,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.1,101
Dry Zone,Anuradhapura,Tall,10,Irrigated,Sandy,None,Medium,0.8,54
Intermediate Zone,Puttalam,Tall,8,Rainfed,Reddish Brown Earth,None,Low,1.1,51
Intermediate Zone,Kurunegala,Tall,11,Irrigated,Reddish Brown Earth,None,Medium,1.1,86
Dry Zone,Puttalam,Dwarf (CRIC 60),4,Rainfed,Loamy Sand,None,Low,0.6,94
Wet Zone,Galle,Dwarf (Gon Thembili),7,Rainfed,Clay Loam,None,Medium,1.1,76
Wet Zone,Galle,Tall,7,Rainfed,Clay Loam,None,Low,1.2,45
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),3,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.1,86
Dry Zone,Anuradhapura,Tall,7,Rainfed,Sandy,None,Low,0.7,56
Dry Zone,Puttalam,Tall,15,Rainfed,Sandy,None,Low,0.4,32
Dry Zone,Anuradhapura,Dwarf (CRIC 60),3,Rainfed,Sandy,None,Medium,0.5,78
Wet Zone,Galle,Tall,7,Rainfed,Clay Loam,None,High,0.6,41
Wet Zone,Kalutara,Tall,13,Rainfed,Sandy Loam,None,High,0.9,57
Wet Zone,Matara,Dwarf (CRISL 98),7,Rainfed,Clay Loam,None,Low,0.4,91
Dry Zone,Anuradhapura,Dwarf (CRISL 98),5,Irrigated,Sandy,Cowpea,Low,1.1,90
Dry Zone,Puttalam,Tall,13,Rainfed,Loamy Sand,None,High,1.1,53
Wet Zone,Galle,Tall,9,Rainfed,Clay Loam,None,Medium,0.7,74
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),7,Rainfed,Reddish Brown Earth,None,Medium,0.7,70
Dry Zone,Anuradhapura,Tall,5,Rainfed,Sandy,None,Medium,1.2,27
Wet Zone,Galle,Dwarf (Gon Thembili),3,Rainfed,Sandy Loam,None,High,0.9,85
Intermediate Zone,Puttalam,Tall,9,Rainfed,Reddish Brown Earth,None,Low,0.8,50
Dry Zone,Polonnaruwa,Tall,7,Rainfed,Loamy Sand,None,Low,1.0,34
Wet Zone,Galle,Dwarf (CRISL 98),5,Irrigated,Clay Loam,Pineapple,Medium,1.2,88
Wet Zone,Galle,Tall,8,Irrigated,Clay Loam,Banana,Medium,0.9,62
Wet Zone,Kalutara,Tall,5,Irrigated,Clay Loam,Pineapple,Medium,0.8,78
Dry Zone,Puttalam,Dwarf (CRIC 60),6,Rainfed,Sandy,None,High,0.5,69
Intermediate Zone,Puttalam,Dwarf (CRISL 98),6,Rainfed,Reddish Brown Earth,None,Low,1.1,68
Wet Zone,Matara,Tall,6,Rainfed,Clay Loam,None,Low,0.8,66
Wet Zone,Kalutara,Dwarf (CRIC 60),6,Irrigated,Sandy Loam,Banana,Low,1.0,91
Wet Zone,Galle,Tall,15,Rainfed,Sandy Loam,None,Medium,0.9,53
Wet Zone,Kalutara,Tall,8,Irrigated,Sandy Loam,Pineapple,Medium,1.1,48
Wet Zone,Matara,Tall,15,Rainfed,Clay Loam,None,Medium,0.7,76
Wet Zone,Galle,Tall,15,Irrigated,Sandy Loam,Pineapple,Medium,1.1,41
Intermediate Zone,Puttalam,Tall,10,Irrigated,Reddish Brown Earth,None,Low,1.2,59
Intermediate Zone,Kurunegala,Tall,5,Rainfed,Reddish Brown Earth,None,Medium,0.9,62
Dry Zone,Anuradhapura,Tall,12,Rainfed,Loamy Sand,None,Medium,1.2,46
Intermediate Zone,Puttalam,Tall,9,Irrigated,Reddish Brown Earth,Cassava,High,1.1,73
Wet Zone,Galle,Tall,15,Rainfed,Sandy Loam,None,High,1.1,61
Dry Zone,Anuradhapura,Dwarf (CRISL 98),5,Rainfed,Sandy,None,Low,0.4,64
Intermediate Zone,Puttalam,Tall,13,Rainfed,Reddish Brown Earth,None,Medium,0.9,69
Intermediate Zone,Puttalam,Tall,12,Irrigated,Reddish Brown Earth,None,Medium,1.1,42
Intermediate Zone,Kurunegala,Tall,6,Rainfed,Reddish Brown Earth,None,Low,0.8,61
Dry Zone,Polonnaruwa,Dwarf (Gon Thembili),4,Rainfed,Loamy Sand,None,Medium,1.0,74
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),4,Rainfed,Reddish Brown Earth,None,Low,0.6,63
Wet Zone,Kalutara,Tall,12,Rainfed,Sandy Loam,None,Medium,0.6,65
Wet Zone,Matara,Tall,13,Rainfed,Clay Loam,None,Low,0.5,51
Wet Zone,Galle,Dwarf (Gon Thembili),3,Rainfed,Clay Loam,None,High,0.7,96
Dry Zone,Anuradhapura,Dwarf (CRIC 60),7,Rainfed,Sandy,None,Low,1.0,82
Dry Zone,Puttalam,Dwarf (CRISL 98),6,Irrigated,Sandy,Cowpea,Low,0.9,92
Intermediate Zone,Puttalam,Tall,6,Rainfed,Reddish Brown Earth,None,Medium,0.9,44
Dry Zone,Anuradhapura,Tall,11,Rainfed,Loamy Sand,None,Low,0.9,66
Wet Zone,Matara,Tall,7,Irrigated,Clay Loam,Banana,Medium,1.0,74
Intermediate Zone,Puttalam,Dwarf (CRIC 60),3,Irrigated,Reddish Brown Earth,Cassava,Medium,0.9,94
Wet Zone,Kalutara,Dwarf (CRIC 60),7,Rainfed,Sandy Loam,None,Low,1.0,67
Wet Zone,Galle,Tall,10,Irrigated,Clay Loam,Banana,Medium,1.1,59
Wet Zone,Matara,Tall,10,Rainfed,Sandy Loam,None,Medium,0.9,33
Wet Zone,Matara,Tall,14,Irrigated,Sandy Loam,Pineapple,Low,1.1,76
Wet Zone,Matara,Tall,13,Rainfed,Sandy Loam,None,Medium,1.2,50
Intermediate Zone,Puttalam,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,0.9,35
Wet Zone,Galle,Tall,11,Rainfed,Clay Loam,None,Low,1.0,73
Dry Zone,Anuradhapura,Dwarf (CRIC 60),6,Rainfed,Loamy Sand,None,Low,0.8,68
Wet Zone,Matara,Tall,9,Rainfed,Sandy Loam,None,Medium,0.7,31
Dry Zone,Polonnaruwa,Tall,6,Rainfed,Sandy,None,Medium,0.5,58
Dry Zone,Puttalam,Tall,12,Irrigated,Sandy,None,Low,0.8,35
Intermediate Zone,Puttalam,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,0.6,65
Dry Zone,Polonnaruwa,Dwarf (CRISL 98),6,Rainfed,Sandy,None,High,0.4,59
Dry Zone,Puttalam,Tall,11,Irrigated,Loamy Sand,Cowpea,Low,1.1,50
Wet Zone,Kalutara,Tall,9,Rainfed,Clay Loam,None,High,0.7,61
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),7,Rainfed,Reddish Brown Earth,None,Medium,0.7,84
Wet Zone,Matara,Dwarf (CRIC 60),4,Rainfed,Clay Loam,None,Low,0.8,89
Wet Zone,Matara,Tall,15,Irrigated,Sandy Loam,None,Medium,1.1,68
Wet Zone,Kalutara,Tall,6,Irrigated,Clay Loam,Pineapple,Medium,0.9,79
Dry Zone,Puttalam,Tall,11,Rainfed,Sandy,None,High,1.1,36
Intermediate Zone,Puttalam,Tall,14,Irrigated,Reddish Brown Earth,Cassava,High,1.0,52
Wet Zone,Galle,Tall,5,Irrigated,Clay Loam,None,High,1.0,46
Intermediate Zone,Puttalam,Tall,9,Irrigated,Reddish Brown Earth,Cassava,Medium,1.0,57
Dry Zone,Anuradhapura,Tall,15,Rainfed,Sandy,None,Medium,0.6,42
Intermediate Zone,Kurunegala,Tall,9,Rainfed,Reddish Brown Earth,None,Medium,0.4,36
Dry Zone,Polonnaruwa,Dwarf (Gon Thembili),7,Rainfed,Sandy,None,Low,0.5,45
Intermediate Zone,Kurunegala,Tall,14,Rainfed,Reddish Brown Earth,None,Medium,1.2,65
Wet Zone,Kalutara,Tall,5,Rainfed,Sandy Loam,None,Low,0.5,50
Dry Zone,Anuradhapura,Tall,6,Rainfed,Loamy Sand,None,Low,0.5,30
Wet Zone,Matara,Dwarf (CRIC 60),3,Rainfed,Clay Loam,None,Low,0.9,109
Intermediate Zone,Puttalam,Tall,13,Rainfed,Reddish Brown Earth,None,Low,0.6,63
Intermediate Zone,Puttalam,Tall,14,Rainfed,Reddish Brown Earth,None,Low,0.6,42
Wet Zone,Kalutara,Dwarf (Gon Thembili),3,Rainfed,Clay Loam,None,High,0.7,74
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Rainfed,Reddish Brown Earth,None,Medium,0.6,99
Dry Zone,Anuradhapura,Tall,8,Rainfed,Sandy,None,Low,0.5,43
Wet Zone,Matara,Tall,6,Rainfed,Clay Loam,None,Medium,0.4,36
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Medium,1.0,83
Wet Zone,Matara,Tall,5,Rainfed,Clay Loam,None,High,0.6,66
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),3,Rainfed,Reddish Brown Earth,None,Low,0.9,64
Wet Zone,Galle,Dwarf (CRISL 98),5,Rainfed,Sandy Loam,None,Medium,0.5,95
Dry Zone,Anuradhapura,Tall,6,Rainfed,Sandy,None,Low,0.6,31
Intermediate Zone,Puttalam,Tall,6,Rainfed,Reddish Brown Earth,None,Medium,1.1,37
Wet Zone,Galle,Dwarf (Gon Thembili),4,Rainfed,Sandy Loam,None,High,0.7,90
Wet Zone,Kalutara,Dwarf (CRIC 60),4,Rainfed,Sandy Loam,None,Medium,0.8,81
Dry Zone,Anuradhapura,Tall,6,Rainfed,Loamy Sand,None,Low,0.7,59
Wet Zone,Galle,Tall,15,Irrigated,Clay Loam,Banana,Medium,1.0,79
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),3,Rainfed,Reddish Brown Earth,None,Medium,1.0,90
Intermediate Zone,Puttalam,Dwarf (CRISL 98),5,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,0.9,112
Dry Zone,Anuradhapura,Dwarf (CRIC 60),7,Rainfed,Loamy Sand,None,Medium,0.6,72
Dry Zone,Anuradhapura,Tall,13,Rainfed,Loamy Sand,None,High,0.9,37
Dry Zone,Anuradhapura,Tall,12,Rainfed,Sandy,None,High,0.6,33
Wet Zone,Galle,Tall,10,Irrigated,Sandy Loam,Banana,Medium,1.0,41
Wet Zone,Kalutara,Tall,14,Irrigated,Sandy Loam,Pineapple,High,0.8,67
Wet Zone,Kalutara,Dwarf (Gon Thembili),4,Rainfed,Clay Loam,None,High,0.8,97
Wet Zone,Galle,Tall,11,Rainfed,Clay Loam,None,Medium,1.2,75
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),6,Irrigated,Reddish Brown Earth,Sweet Potato,High,0.9,66
Dry Zone,Polonnaruwa,Dwarf (Gon Thembili),7,Rainfed,Sandy,None,Medium,0.9,63
Wet Zone,Matara,Tall,13,Irrigated,Clay Loam,Banana,Low,1.2,82
